day,head_count,company_id
2012-01-11,405,4
2012-01-11,356,5
2012-01-11,269,6
2012-01-11,241,7
2012-01-11,209,8
2012-01-11,192,9
2012-01-11,168,10
2012-01-11,3,11
2012-01-11,5,12
2012-01-12,1658,1
2012-01-12,816,2
2012-01-12,552,3
2012-01-12,405,4
2012-01-12,357,5
2012-01-12,269,6
2012-01-12,241,7
2012-01-12,209,8
2012-01-12,192,9
2012-01-12,168,10
2012-01-12,3,11
2012-01-12,5,12
2012-01-13,1658,1
2012-01-13,816,2
2012-01-13,552,3
2012-01-13,405,4
2012-01-13,357,5
2012-01-13,269,6
2012-01-13,241,7
2012-01-13,209,8
2012-01-13,192,9
2012-01-13,168,10
2012-01-13,3,11
2012-01-13,5,12
2012-01-14,1653,1
2012-01-14,811,2
2012-01-14,550,3
2012-01-14,403,4
2012-01-14,357,5
2012-01-14,269,6
2012-01-14,240,7
2012-01-14,208,8
2012-01-14,191,9
2012-01-14,168,10
2012-01-14,3,11
2012-01-14,5,12
2012-01-15,1653,1
2012-01-15,811,2
2012-01-15,550,3
2012-01-15,403,4
2012-01-15,357,5
2012-01-15,269,6
2012-01-15,240,7
2012-01-15,208,8
2012-01-15,191,9
2012-01-15,168,10
2012-01-15,3,11
2012-01-15,5,12
2012-01-16,1653,1
2012-01-16,811,2
2012-01-16,550,3
2012-01-16,403,4
2012-01-16,357,5
2012-01-16,269,6
2012-01-16,240,7
2012-01-16,208,8
2012-01-16,191,9
2012-01-16,168,10
2012-01-16,3,11
2012-01-16,5,12
2012-01-17,1685,1
2012-01-17,829,2
2012-01-17,563,3
2012-01-17,412,4
2012-01-17,362,5
2012-01-17,272,6
2012-01-17,246,7
2012-01-17,214,8
2012-01-17,194,9
2012-01-17,172,10
2012-01-17,3,11
2012-01-17,5,12
2012-01-18,1686,1
2012-01-18,829,2
2012-01-18,563,3
2012-01-18,413,4
2012-01-18,362,5
2012-01-18,272,6
2012-01-18,246,7
2012-01-18,213,8
2012-01-18,195,9
2012-01-18,173,10
2012-01-18,3,11
2012-01-18,5,12
2012-01-19,1689,1
2012-01-19,828,2
2012-01-19,563,3
2012-01-19,415,4
2012-01-19,362,5
2012-01-19,272,6
2012-01-19,247,7
2012-01-19,213,8
2012-01-19,195,9
2012-01-19,173,10
2012-01-19,3,11
2012-01-19,5,12
2012-01-20,1687,1
2012-01-20,828,2
2012-01-20,563,3
2012-01-20,415,4
2012-01-20,362,5
2012-01-20,272,6
2012-01-20,247,7
2012-01-20,213,8
2012-01-20,195,9
2012-01-20,173,10
2012-01-20,3,11
2012-01-20,5,12
2012-01-21,1680,1
2012-01-21,826,2
2012-01-21,562,3
2012-01-21,414,4
2012-01-21,362,5
2012-01-21,271,6
2012-01-21,245,7
2012-01-21,213,8
2012-01-21,195,9
2012-01-21,173,10
2012-01-21,3,11
2012-01-21,5,12
2012-01-22,1680,1
2012-01-22,826,2
2012-01-22,562,3
2012-01-22,414,4
2012-01-22,362,5
2012-01-22,271,6
2012-01-22,245,7
2012-01-22,213,8
2012-01-22,195,9
2012-01-22,173,10
2012-01-22,3,11
2012-01-22,5,12
2012-01-23,1705,1
2012-01-23,846,2
2012-01-23,572,3
2012-01-23,426,4
2012-01-23,369,5
2012-01-23,275,6
2012-01-23,249,7
2012-01-23,216,8
2012-01-23,198,9
2012-01-23,174,10
2012-01-23,3,11
2012-01-23,5,12
2012-01-24,1708,1
2012-01-24,850,2
2012-01-24,572,3
2012-01-24,426,4
2012-01-24,369,5
2012-01-24,275,6
2012-01-24,249,7
2012-01-24,217,8
2012-01-24,200,9
2012-01-24,174,10
2012-01-24,3,11
2012-01-24,5,12
2012-01-25,1711,1
2012-01-25,850,2
2012-01-25,572,3
2012-01-25,427,4
2012-01-25,370,5
2012-01-25,275,6
2012-01-25,250,7
2012-01-25,217,8
2012-01-25,199,9
2012-01-25,174,10
2012-01-25,3,11
2012-01-25,5,12
2012-01-26,1713,1
2012-01-26,850,2
2012-01-26,572,3
2012-01-26,427,4
2012-01-26,370,5
2012-01-26,276,6
2012-01-26,250,7
2012-01-26,217,8
2012-01-26,199,9
2012-01-26,174,10
2012-01-26,3,11
2012-01-26,5,12
2012-01-27,1713,1
2012-01-27,850,2
2012-01-27,572,3
2012-01-27,427,4
2012-01-27,370,5
2012-01-27,276,6
2012-01-27,250,7
2012-01-27,217,8
2012-01-27,199,9
2012-01-27,174,10
2012-01-27,3,11
2012-01-27,5,12
2012-01-28,1707,1
2012-01-28,847,2
2012-01-28,566,3
2012-01-28,427,4
2012-01-28,369,5
2012-01-28,275,6
2012-01-28,248,7
2012-01-28,217,8
2012-01-28,198,9
2012-01-28,174,10
2012-01-28,3,11
2012-01-28,5,12
2012-01-29,1707,1
2012-01-29,847,2
2012-01-29,566,3
2012-01-29,427,4
2012-01-29,369,5
2012-01-29,275,6
2012-01-29,248,7
2012-01-29,217,8
2012-01-29,198,9
2012-01-29,174,10
2012-01-29,3,11
2012-01-29,5,12
2012-01-30,1738,1
2012-01-30,867,2
2012-01-30,578,3
2012-01-30,431,4
2012-01-30,376,5
2012-01-30,278,6
2012-01-30,252,7
2012-01-30,219,8
2012-01-30,200,9
2012-01-30,175,10
2012-01-30,3,11
2012-01-30,5,12
2012-01-31,1743,1
2012-01-31,869,2
2012-01-31,579,3
2012-01-31,432,4
2012-01-31,376,5
2012-01-31,277,6
2012-01-31,252,7
2012-01-31,218,8
2012-01-31,200,9
2012-01-31,175,10
2012-01-31,3,11
2012-01-31,5,12
2012-02-01,1743,1
2012-02-01,869,2
2012-02-01,580,3
2012-02-01,433,4
2012-02-01,376,5
2012-02-01,278,6
2012-02-01,252,7
2012-02-01,218,8
2012-02-01,200,9
2012-02-01,175,10
2012-02-01,3,11
2012-02-01,5,12
2012-02-02,1744,1
2012-02-02,869,2
2012-02-02,580,3
2012-02-02,433,4
2012-02-02,376,5
2012-02-02,278,6
2012-02-02,253,7
2012-02-02,218,8
2012-02-02,200,9
2012-02-02,175,10
2012-02-02,3,11
2012-02-02,5,12
2012-02-03,1744,1
2012-02-03,868,2
2012-02-03,580,3
2012-02-03,433,4
2012-02-03,376,5
2012-02-03,278,6
2012-02-03,253,7
2012-02-03,218,8
2012-02-03,200,9
2012-02-03,175,10
2012-02-03,3,11
2012-02-03,5,12
2012-02-04,1738,1
2012-02-04,868,2
2012-02-04,578,3
2012-02-04,432,4
2012-02-04,373,5
2012-02-04,277,6
2012-02-04,252,7
2012-02-04,218,8
2012-02-04,198,9
2012-02-04,175,10
2012-02-04,3,11
2012-02-04,5,12
2012-02-05,1738,1
2012-02-05,868,2
2012-02-05,578,3
2012-02-05,432,4
2012-02-05,373,5
2012-02-05,277,6
2012-02-05,252,7
2012-02-05,218,8
2012-02-05,198,9
2012-02-05,175,10
2012-02-05,3,11
2012-02-05,5,12
2012-02-06,1762,1
2012-02-06,887,2
2012-02-06,585,3
2012-02-06,438,4
2012-02-06,378,5
2012-02-06,277,6
2012-02-06,254,7
2012-02-06,221,8
2012-02-06,198,9
2012-02-06,178,10
2012-02-06,3,11
2012-02-06,5,12
2012-02-07,1767,1
2012-02-07,887,2
2012-02-07,586,3
2012-02-07,439,4
2012-02-07,379,5
2012-02-07,277,6
2012-02-07,254,7
2012-02-07,221,8
2012-02-07,198,9
2012-02-07,178,10
2012-02-07,3,11
2012-02-07,5,12
2012-02-08,1767,1
2012-02-08,886,2
2012-02-08,587,3
2012-02-08,439,4
2012-02-08,379,5
2012-02-08,277,6
2012-02-08,254,7
2012-02-08,221,8
2012-02-08,198,9
2012-02-08,179,10
2012-02-08,3,11
2012-02-08,5,12
2012-02-09,1768,1
2012-02-09,886,2
2012-02-09,587,3
2012-02-09,440,4
2012-02-09,380,5
2012-02-09,277,6
2012-02-09,254,7
2012-02-09,221,8
2012-02-09,198,9
2012-02-09,179,10
2012-02-09,3,11
2012-02-09,5,12
2012-02-10,1768,1
2012-02-10,886,2
2012-02-10,587,3
2012-02-10,440,4
2012-02-10,380,5
2012-02-10,277,6
2012-02-10,254,7
2012-02-10,221,8
2012-02-10,198,9
2012-02-10,179,10
2012-02-10,3,11
2012-02-10,5,12
2012-02-11,1761,1
2012-02-11,879,2
2012-02-11,583,3
2012-02-11,438,4
2012-02-11,380,5
2012-02-11,276,6
2012-02-11,254,7
2012-02-11,221,8
2012-02-11,197,9
2012-02-11,178,10
2012-02-11,3,11
2012-02-11,5,12
2012-02-12,1761,1
2012-02-12,879,2
2012-02-12,583,3
2012-02-12,438,4
2012-02-12,380,5
2012-02-12,276,6
2012-02-12,254,7
2012-02-12,221,8
2012-02-12,197,9
2012-02-12,178,10
2012-02-12,3,11
2012-02-12,5,12
2012-02-13,1791,1
2012-02-13,893,2
2012-02-13,593,3
2012-02-13,446,4
2012-02-13,385,5
2012-02-13,285,6
2012-02-13,255,7
2012-02-13,226,8
2012-02-13,201,9
2012-02-13,180,10
2012-02-13,3,11
2012-02-13,5,12
2012-02-14,1794,1
2012-02-14,894,2
2012-02-14,594,3
2012-02-14,447,4
2012-02-14,385,5
2012-02-14,286,6
2012-02-14,255,7
2012-02-14,226,8
2012-02-14,201,9
2012-02-14,181,10
2012-02-14,3,11
2012-02-14,5,12
2012-02-15,1798,1
2012-02-15,894,2
2012-02-15,596,3
2012-02-15,448,4
2012-02-15,385,5
2012-02-15,287,6
2012-02-15,255,7
2012-02-15,226,8
2012-02-15,202,9
2012-02-15,181,10
2012-02-15,3,11
2012-02-15,5,12
2012-02-16,1798,1
2012-02-16,895,2
2012-02-16,596,3
2012-02-16,448,4
2012-02-16,386,5
2012-02-16,287,6
2012-02-16,256,7
2012-02-16,226,8
2012-02-16,202,9
2012-02-16,181,10
2012-02-16,3,11
2012-02-16,5,12
2012-02-17,1798,1
2012-02-17,895,2
2012-02-17,596,3
2012-02-17,448,4
2012-02-17,386,5
2012-02-17,287,6
2012-02-17,256,7
2012-02-17,226,8
2012-02-17,202,9
2012-02-17,181,10
2012-02-17,3,11
2012-02-17,5,12
2012-02-18,1792,1
2012-02-18,894,2
2012-02-18,593,3
2012-02-18,447,4
2012-02-18,383,5
2012-02-18,287,6
2012-02-18,256,7
2012-02-18,226,8
2012-02-18,201,9
2012-02-18,181,10
2012-02-18,3,11
2012-02-18,5,12
2012-02-19,1792,1
2012-02-19,894,2
2012-02-19,593,3
2012-02-19,447,4
2012-02-19,383,5
2012-02-19,287,6
2012-02-19,256,7
2012-02-19,226,8
2012-02-19,201,9
2012-02-19,181,10
2012-02-19,3,11
2012-02-19,5,12
2012-02-20,1792,1
2012-02-20,894,2
2012-02-20,593,3
2012-02-20,447,4
2012-02-20,383,5
2012-02-20,287,6
2012-02-20,256,7
2012-02-20,226,8
2012-02-20,201,9
2012-02-20,181,10
2012-02-20,3,11
2012-02-20,5,12
2012-02-21,1825,1
2012-02-21,910,2
2012-02-21,603,3
2012-02-21,451,4
2012-02-21,392,5
2012-02-21,292,6
2012-02-21,260,7
2012-02-21,228,8
2012-02-21,204,9
2012-02-21,183,10
2012-02-21,3,11
2012-02-21,5,12
2012-02-22,1828,1
2012-02-22,911,2
2012-02-22,604,3
2012-02-22,452,4
2012-02-22,396,5
2012-02-22,292,6
2012-02-22,260,7
2012-02-22,229,8
2012-02-22,204,9
2012-02-22,183,10
2012-02-22,3,11
2012-02-22,5,12
2012-02-23,1829,1
2012-02-23,911,2
2012-02-23,605,3
2012-02-23,453,4
2012-02-23,396,5
2012-02-23,292,6
2012-02-23,260,7
2012-02-23,230,8
2012-02-23,204,9
2012-02-23,183,10
2012-02-23,3,11
2012-02-23,5,12
2012-02-24,1829,1
2012-02-24,911,2
2012-02-24,605,3
2012-02-24,453,4
2012-02-24,396,5
2012-02-24,292,6
2012-02-24,260,7
2012-02-24,230,8
2012-02-24,204,9
2012-02-24,183,10
2012-02-24,3,11
2012-02-24,5,12
2012-02-25,1822,1
2012-02-25,908,2
2012-02-25,602,3
2012-02-25,451,4
2012-02-25,393,5
2012-02-25,289,6
2012-02-25,260,7
2012-02-25,227,8
2012-02-25,204,9
2012-02-25,183,10
2012-02-25,3,11
2012-02-25,4,12
2012-02-26,1822,1
2012-02-26,908,2
2012-02-26,602,3
2012-02-26,451,4
2012-02-26,393,5
2012-02-26,289,6
2012-02-26,260,7
2012-02-26,227,8
2012-02-26,204,9
2012-02-26,183,10
2012-02-26,3,11
2012-02-26,4,12
2012-02-27,1843,1
2012-02-27,922,2
2012-02-27,615,3
2012-02-27,461,4
2012-02-27,400,5
2012-02-27,296,6
2012-02-27,262,7
2012-02-27,231,8
2012-02-27,208,9
2012-02-27,185,10
2012-02-27,3,11
2012-02-27,4,12
2012-02-28,1846,1
2012-02-28,925,2
2012-02-28,616,3
2012-02-28,461,4
2012-02-28,400,5
2012-02-28,296,6
2012-02-28,263,7
2012-02-28,233,8
2012-02-28,208,9
2012-02-28,185,10
2012-02-28,3,11
2012-02-28,4,12
2012-02-29,1848,1
2012-02-29,926,2
2012-02-29,617,3
2012-02-29,461,4
2012-02-29,401,5
2012-02-29,296,6
2012-02-29,263,7
2012-02-29,233,8
2012-02-29,208,9
2012-02-29,185,10
2012-02-29,3,11
2012-02-29,4,12
2012-03-01,1848,1
2012-03-01,926,2
2012-03-01,618,3
2012-03-01,461,4
2012-03-01,402,5
2012-03-01,296,6
2012-03-01,263,7
2012-03-01,233,8
2012-03-01,208,9
2012-03-01,186,10
2012-03-01,3,11
2012-03-01,4,12
2012-03-02,1848,1
2012-03-02,926,2
2012-03-02,618,3
2012-03-02,461,4
2012-03-02,402,5
2012-03-02,296,6
2012-03-02,263,7
2012-03-02,233,8
2012-03-02,208,9
2012-03-02,186,10
2012-03-02,3,11
2012-03-02,4,12
2012-03-03,1841,1
2012-03-03,926,2
2012-03-03,611,3
2012-03-03,460,4
2012-03-03,399,5
2012-03-03,294,6
2012-03-03,260,7
2012-03-03,229,8
2012-03-03,208,9
2012-03-03,185,10
2012-03-03,3,11
2012-03-03,4,12
2012-03-04,1841,1
2012-03-04,926,2
2012-03-04,611,3
2012-03-04,460,4
2012-03-04,399,5
2012-03-04,294,6
2012-03-04,260,7
2012-03-04,229,8
2012-03-04,208,9
2012-03-04,185,10
2012-03-04,3,11
2012-03-04,4,12
2012-03-05,1863,1
2012-03-05,935,2
2012-03-05,619,3
2012-03-05,473,4
2012-03-05,406,5
2012-03-05,296,6
2012-03-05,265,7
2012-03-05,230,8
2012-03-05,210,9
2012-03-05,190,10
2012-03-05,3,11
2012-03-05,4,12
2012-03-06,1865,1
2012-03-06,936,2
2012-03-06,620,3
2012-03-06,473,4
2012-03-06,406,5
2012-03-06,296,6
2012-03-06,266,7
2012-03-06,231,8
2012-03-06,211,9
2012-03-06,190,10
2012-03-06,3,11
2012-03-06,4,12
2012-03-07,1866,1
2012-03-07,937,2
2012-03-07,620,3
2012-03-07,474,4
2012-03-07,407,5
2012-03-07,296,6
2012-03-07,266,7
2012-03-07,230,8
2012-03-07,211,9
2012-03-07,190,10
2012-03-07,3,11
2012-03-07,4,12
2012-03-08,1865,1
2012-03-08,937,2
2012-03-08,620,3
2012-03-08,476,4
2012-03-08,407,5
2012-03-08,296,6
2012-03-08,267,7
2012-03-08,230,8
2012-03-08,211,9
2012-03-08,190,10
2012-03-08,3,11
2012-03-08,4,12
2012-03-09,1864,1
2012-03-09,937,2
2012-03-09,618,3
2012-03-09,476,4
2012-03-09,407,5
2012-03-09,296,6
2012-03-09,267,7
2012-03-09,230,8
2012-03-09,211,9
2012-03-09,190,10
2012-03-09,3,11
2012-03-09,4,12
2012-03-10,1851,1
2012-03-10,933,2
2012-03-10,616,3
2012-03-10,474,4
2012-03-10,405,5
2012-03-10,292,6
2012-03-10,267,7
2012-03-10,229,8
2012-03-10,209,9
2012-03-10,188,10
2012-03-10,3,11
2012-03-10,4,12
2012-03-11,1851,1
2012-03-11,933,2
2012-03-11,616,3
2012-03-11,474,4
2012-03-11,405,5
2012-03-11,292,6
2012-03-11,267,7
2012-03-11,229,8
2012-03-11,209,9
2012-03-11,188,10
2012-03-11,3,11
2012-03-11,4,12
2012-03-12,1877,1
2012-03-12,946,2
2012-03-12,623,3
2012-03-12,477,4
2012-03-12,414,5
2012-03-12,297,6
2012-03-12,270,7
2012-03-12,234,8
2012-03-12,213,9
2012-03-12,193,10
2012-03-12,3,11
2012-03-12,5,12
2012-03-13,1878,1
2012-03-13,946,2
2012-03-13,625,3
2012-03-13,477,4
2012-03-13,415,5
2012-03-13,297,6
2012-03-13,270,7
2012-03-13,234,8
2012-03-13,213,9
2012-03-13,193,10
2012-03-13,3,11
2012-03-13,5,12
2012-03-14,1881,1
2012-03-14,947,2
2012-03-14,627,3
2012-03-14,478,4
2012-03-14,415,5
2012-03-14,297,6
2012-03-14,270,7
2012-03-14,235,8
2012-03-14,213,9
2012-03-14,193,10
2012-03-14,3,11
2012-03-14,5,12
2012-03-15,1882,1
2012-03-15,947,2
2012-03-15,627,3
2012-03-15,478,4
2012-03-15,416,5
2012-03-15,297,6
2012-03-15,270,7
2012-03-15,235,8
2012-03-15,213,9
2012-03-15,193,10
2012-03-15,3,11
2012-03-15,5,12
2012-03-16,1881,1
2012-03-16,947,2
2012-03-16,627,3
2012-03-16,478,4
2012-03-16,416,5
2012-03-16,297,6
2012-03-16,270,7
2012-03-16,235,8
2012-03-16,213,9
2012-03-16,193,10
2012-03-16,3,11
2012-03-16,5,12
2012-03-17,1869,1
2012-03-17,945,2
2012-03-17,623,3
2012-03-17,476,4
2012-03-17,413,5
2012-03-17,296,6
2012-03-17,269,7
2012-03-17,233,8
2012-03-17,212,9
2012-03-17,193,10
2012-03-17,3,11
2012-03-17,5,12
2012-03-18,1869,1
2012-03-18,945,2
2012-03-18,623,3
2012-03-18,476,4
2012-03-18,413,5
2012-03-18,296,6
2012-03-18,269,7
2012-03-18,233,8
2012-03-18,212,9
2012-03-18,193,10
2012-03-18,3,11
2012-03-18,5,12
2012-03-19,1888,1
2012-03-19,960,2
2012-03-19,636,3
2012-03-19,480,4
2012-03-19,417,5
2012-03-19,301,6
2012-03-19,272,7
2012-03-19,234,8
2012-03-19,217,9
2012-03-19,196,10
2012-03-19,3,11
2012-03-19,5,12
2012-03-20,1889,1
2012-03-20,962,2
2012-03-20,637,3
2012-03-20,481,4
2012-03-20,418,5
2012-03-20,301,6
2012-03-20,273,7
2012-03-20,234,8
2012-03-20,217,9
2012-03-20,196,10
2012-03-20,3,11
2012-03-20,5,12
2012-03-21,1892,1
2012-03-21,961,2
2012-03-21,639,3
2012-03-21,481,4
2012-03-21,418,5
2012-03-21,302,6
2012-03-21,273,7
2012-03-21,234,8
2012-03-21,217,9
2012-03-21,196,10
2012-03-21,3,11
2012-03-21,5,12
2012-03-22,1892,1
2012-03-22,962,2
2012-03-22,639,3
2012-03-22,481,4
2012-03-22,418,5
2012-03-22,302,6
2012-03-22,273,7
2012-03-22,234,8
2012-03-22,217,9
2012-03-22,196,10
2012-03-22,3,11
2012-03-22,5,12
2012-03-23,1891,1
2012-03-23,962,2
2012-03-23,639,3
2012-03-23,481,4
2012-03-23,418,5
2012-03-23,302,6
2012-03-23,273,7
2012-03-23,234,8
2012-03-23,217,9
2012-03-23,196,10
2012-03-23,3,11
2012-03-23,5,12
2012-03-24,1881,1
2012-03-24,959,2
2012-03-24,639,3
2012-03-24,477,4
2012-03-24,418,5
2012-03-24,300,6
2012-03-24,272,7
2012-03-24,232,8
2012-03-24,217,9
2012-03-24,194,10
2012-03-24,3,11
2012-03-24,5,12
2012-03-25,1881,1
2012-03-25,959,2
2012-03-25,639,3
2012-03-25,477,4
2012-03-25,418,5
2012-03-25,300,6
2012-03-25,272,7
2012-03-25,232,8
2012-03-25,217,9
2012-03-25,194,10
2012-03-25,3,11
2012-03-25,5,12
2012-03-26,1917,1
2012-03-26,980,2
2012-03-26,651,3
2012-03-26,484,4
2012-03-26,426,5
2012-03-26,303,6
2012-03-26,278,7
2012-03-26,234,8
2012-03-26,222,9
2012-03-26,195,10
2012-03-26,4,11
2012-03-26,5,12
2012-03-27,1920,1
2012-03-27,982,2
2012-03-27,653,3
2012-03-27,485,4
2012-03-27,426,5
2012-03-27,303,6
2012-03-27,278,7
2012-03-27,234,8
2012-03-27,223,9
2012-03-27,195,10
2012-03-27,4,11
2012-03-27,5,12
2012-03-28,1923,1
2012-03-28,981,2
2012-03-28,653,3
2012-03-28,485,4
2012-03-28,426,5
2012-03-28,303,6
2012-03-28,278,7
2012-03-28,234,8
2012-03-28,223,9
2012-03-28,195,10
2012-03-28,4,11
2012-03-28,5,12
2012-03-29,1923,1
2012-03-29,981,2
2012-03-29,653,3
2012-03-29,485,4
2012-03-29,426,5
2012-03-29,304,6
2012-03-29,278,7
2012-03-29,234,8
2012-03-29,223,9
2012-03-29,195,10
2012-03-29,4,11
2012-03-29,5,12
2012-03-30,1923,1
2012-03-30,981,2
2012-03-30,653,3
2012-03-30,485,4
2012-03-30,426,5
2012-03-30,304,6
2012-03-30,278,7
2012-03-30,234,8
2012-03-30,223,9
2012-03-30,195,10
2012-03-30,4,11
2012-03-30,5,12
2012-03-31,1913,1
2012-03-31,978,2
2012-03-31,646,3
2012-03-31,483,4
2012-03-31,423,5
2012-03-31,300,6
2012-03-31,275,7
2012-03-31,234,8
2012-03-31,220,9
2012-03-31,192,10
2012-03-31,4,11
2012-03-31,5,12
2012-04-01,1913,1
2012-04-01,978,2
2012-04-01,646,3
2012-04-01,483,4
2012-04-01,423,5
2012-04-01,300,6
2012-04-01,275,7
2012-04-01,234,8
2012-04-01,220,9
2012-04-01,192,10
2012-04-01,4,11
2012-04-01,5,12
2012-04-02,1946,1
2012-04-02,994,2
2012-04-02,656,3
2012-04-02,487,4
2012-04-02,426,5
2012-04-02,304,6
2012-04-02,283,7
2012-04-02,236,8
2012-04-02,222,9
2012-04-02,196,10
2012-04-02,4,11
2012-04-02,5,12
2012-04-03,1949,1
2012-04-03,996,2
2012-04-03,656,3
2012-04-03,487,4
2012-04-03,427,5
2012-04-03,305,6
2012-04-03,283,7
2012-04-03,237,8
2012-04-03,222,9
2012-04-03,197,10
2012-04-03,4,11
2012-04-03,5,12
2012-04-04,1951,1
2012-04-04,998,2
2012-04-04,658,3
2012-04-04,487,4
2012-04-04,428,5
2012-04-04,305,6
2012-04-04,285,7
2012-04-04,237,8
2012-04-04,222,9
2012-04-04,197,10
2012-04-04,4,11
2012-04-04,5,12
2012-04-05,1953,1
2012-04-05,998,2
2012-04-05,658,3
2012-04-05,487,4
2012-04-05,429,5
2012-04-05,305,6
2012-04-05,285,7
2012-04-05,237,8
2012-04-05,222,9
2012-04-05,196,10
2012-04-05,4,11
2012-04-05,5,12
2012-04-06,1953,1
2012-04-06,998,2
2012-04-06,658,3
2012-04-06,487,4
2012-04-06,429,5
2012-04-06,305,6
2012-04-06,285,7
2012-04-06,237,8
2012-04-06,222,9
2012-04-06,196,10
2012-04-06,4,11
2012-04-06,5,12
2012-04-07,1953,1
2012-04-07,998,2
2012-04-07,658,3
2012-04-07,487,4
2012-04-07,429,5
2012-04-07,305,6
2012-04-07,285,7
2012-04-07,237,8
2012-04-07,222,9
2012-04-07,196,10
2012-04-07,4,11
2012-04-07,5,12
2012-04-08,1953,1
2012-04-08,998,2
2012-04-08,658,3
2012-04-08,487,4
2012-04-08,429,5
2012-04-08,305,6
2012-04-08,285,7
2012-04-08,237,8
2012-04-08,222,9
2012-04-08,196,10
2012-04-08,4,11
2012-04-08,5,12
2012-04-09,1979,1
2012-04-09,1015,2
2012-04-09,670,3
2012-04-09,492,4
2012-04-09,435,5
2012-04-09,309,6
2012-04-09,286,7
2012-04-09,241,8
2012-04-09,224,9
2012-04-09,199,10
2012-04-09,4,11
2012-04-09,5,12
2012-04-10,1971,1
2012-04-10,1010,2
2012-04-10,668,3
2012-04-10,491,4
2012-04-10,433,5
2012-04-10,308,6
2012-04-10,285,7
2012-04-10,242,8
2012-04-10,223,9
2012-04-10,198,10
2012-04-10,4,11
2012-04-10,5,12
2012-04-11,1971,1
2012-04-11,1011,2
2012-04-11,668,3
2012-04-11,493,4
2012-04-11,433,5
2012-04-11,308,6
2012-04-11,284,7
2012-04-11,242,8
2012-04-11,223,9
2012-04-11,198,10
2012-04-11,5,11
2012-04-11,5,12
2012-04-12,1972,1
2012-04-12,1011,2
2012-04-12,668,3
2012-04-12,493,4
2012-04-12,433,5
2012-04-12,308,6
2012-04-12,284,7
2012-04-12,242,8
2012-04-12,223,9
2012-04-12,198,10
2012-04-12,5,11
2012-04-12,5,12
2012-04-13,1972,1
2012-04-13,1011,2
2012-04-13,668,3
2012-04-13,493,4
2012-04-13,433,5
2012-04-13,308,6
2012-04-13,284,7
2012-04-13,242,8
2012-04-13,223,9
2012-04-13,198,10
2012-04-13,5,11
2012-04-13,5,12
2012-04-14,1961,1
2012-04-14,1010,2
2012-04-14,665,3
2012-04-14,489,4
2012-04-14,430,5
2012-04-14,306,6
2012-04-14,281,7
2012-04-14,241,8
2012-04-14,223,9
2012-04-14,197,10
2012-04-14,5,11
2012-04-14,5,12
2012-04-15,1961,1
2012-04-15,1010,2
2012-04-15,665,3
2012-04-15,489,4
2012-04-15,430,5
2012-04-15,306,6
2012-04-15,281,7
2012-04-15,241,8
2012-04-15,223,9
2012-04-15,197,10
2012-04-15,5,11
2012-04-15,5,12
2012-04-16,1980,1
2012-04-16,1025,2
2012-04-16,672,3
2012-04-16,494,4
2012-04-16,434,5
2012-04-16,309,6
2012-04-16,285,7
2012-04-16,243,8
2012-04-16,229,9
2012-04-16,203,10
2012-04-16,5,11
2012-04-16,5,12
2012-04-17,1985,1
2012-04-17,1026,2
2012-04-17,675,3
2012-04-17,494,4
2012-04-17,434,5
2012-04-17,309,6
2012-04-17,285,7
2012-04-17,243,8
2012-04-17,230,9
2012-04-17,203,10
2012-04-17,5,11
2012-04-17,5,12
2012-04-18,1985,1
2012-04-18,1026,2
2012-04-18,675,3
2012-04-18,494,4
2012-04-18,434,5
2012-04-18,309,6
2012-04-18,285,7
2012-04-18,242,8
2012-04-18,231,9
2012-04-18,203,10
2012-04-18,5,11
2012-04-18,5,12
2012-04-19,1986,1
2012-04-19,1026,2
2012-04-19,675,3
2012-04-19,494,4
2012-04-19,434,5
2012-04-19,309,6
2012-04-19,285,7
2012-04-19,242,8
2012-04-19,231,9
2012-04-19,203,10
2012-04-19,5,11
2012-04-19,5,12
2012-04-20,1985,1
2012-04-20,1026,2
2012-04-20,675,3
2012-04-20,494,4
2012-04-20,434,5
2012-04-20,309,6
2012-04-20,285,7
2012-04-20,242,8
2012-04-20,231,9
2012-04-20,203,10
2012-04-20,5,11
2012-04-20,5,12
2012-04-21,1974,1
2012-04-21,1021,2
2012-04-21,669,3
2012-04-21,490,4
2012-04-21,433,5
2012-04-21,307,6
2012-04-21,284,7
2012-04-21,242,8
2012-04-21,229,9
2012-04-21,203,10
2012-04-21,5,11
2012-04-21,5,12
2012-04-22,1974,1
2012-04-22,1021,2
2012-04-22,669,3
2012-04-22,490,4
2012-04-22,433,5
2012-04-22,307,6
2012-04-22,284,7
2012-04-22,242,8
2012-04-22,229,9
2012-04-22,203,10
2012-04-22,5,11
2012-04-22,5,12
2012-04-23,1991,1
2012-04-23,1044,2
2012-04-23,680,3
2012-04-23,496,4
2012-04-23,441,5
2012-04-23,314,6
2012-04-23,287,7
2012-04-23,247,8
2012-04-23,234,9
2012-04-23,208,10
2012-04-23,5,11
2012-04-23,5,12
2012-04-24,1993,1
2012-04-24,1047,2
2012-04-24,681,3
2012-04-24,497,4
2012-04-24,441,5
2012-04-24,314,6
2012-04-24,288,7
2012-04-24,247,8
2012-04-24,234,9
2012-04-24,208,10
2012-04-24,5,11
2012-04-24,5,12
2012-04-25,1995,1
2012-04-25,1048,2
2012-04-25,681,3
