day,head_count,company_id
2012-06-15,287,7.0
2012-06-15,238,8.0
2012-06-15,229,9.0
2012-06-15,200,10.0
2012-06-15,5,11.0
2012-06-15,3,12.0
2012-06-16,1978,1.0
2012-06-16,983,2.0
2012-06-16,673,3.0
2012-06-16,489,4.0
2012-06-16,431,5.0
2012-06-16,305,6.0
2012-06-16,286,7.0
2012-06-16,236,8.0
2012-06-16,227,9.0
2012-06-16,200,10.0
2012-06-16,5,11.0
2012-06-16,3,12.0
2012-06-17,1978,1.0
2012-06-17,983,2.0
2012-06-17,673,3.0
2012-06-17,489,4.0
2012-06-17,431,5.0
2012-06-17,305,6.0
2012-06-17,286,7.0
2012-06-17,236,8.0
2012-06-17,227,9.0
2012-06-17,200,10.0
2012-06-17,5,11.0
2012-06-17,3,12.0
2012-06-18,2005,1.0
2012-06-18,1001,2.0
2012-06-18,679,3.0
2012-06-18,498,4.0
2012-06-18,438,5.0
2012-06-18,306,6.0
2012-06-18,291,7.0
2012-06-18,240,8.0
2012-06-18,230,9.0
2012-06-18,202,10.0
2012-06-18,6,11.0
2012-06-18,3,12.0
2012-06-19,2007,1.0
2012-06-19,1001,2.0
2012-06-19,679,3.0
2012-06-19,498,4.0
2012-06-19,438,5.0
2012-06-19,306,6.0
2012-06-19,291,7.0
2012-06-19,240,8.0
2012-06-19,231,9.0
2012-06-19,202,10.0
2012-06-19,6,11.0
2012-06-19,3,12.0
2012-06-20,2007,1.0
2012-06-20,1002,2.0
2012-06-20,679,3.0
2012-06-20,500,4.0
2012-06-20,438,5.0
2012-06-20,306,6.0
2012-06-20,291,7.0
2012-06-20,241,8.0
2012-06-20,232,9.0
2012-06-20,202,10.0
2012-06-20,6,11.0
2012-06-20,3,12.0
2012-06-21,2007,1.0
2012-06-21,1002,2.0
2012-06-21,679,3.0
2012-06-21,500,4.0
2012-06-21,438,5.0
2012-06-21,306,6.0
2012-06-21,293,7.0
2012-06-21,241,8.0
2012-06-21,232,9.0
2012-06-21,202,10.0
2012-06-21,6,11.0
2012-06-21,3,12.0
2012-06-22,2007,1.0
2012-06-22,1002,2.0
2012-06-22,679,3.0
2012-06-22,500,4.0
2012-06-22,438,5.0
2012-06-22,306,6.0
2012-06-22,293,7.0
2012-06-22,241,8.0
2012-06-22,232,9.0
2012-06-22,202,10.0
2012-06-22,6,11.0
2012-06-22,3,12.0
2012-06-23,1991,1.0
2012-06-23,998,2.0
2012-06-23,676,3.0
2012-06-23,494,4.0
2012-06-23,438,5.0
2012-06-23,305,6.0
2012-06-23,291,7.0
2012-06-23,241,8.0
2012-06-23,231,9.0
2012-06-23,201,10.0
2012-06-23,6,11.0
2012-06-23,3,12.0
2012-06-24,1991,1.0
2012-06-24,998,2.0
2012-06-24,676,3.0
2012-06-24,494,4.0
2012-06-24,438,5.0
2012-06-24,305,6.0
2012-06-24,291,7.0
2012-06-24,241,8.0
2012-06-24,231,9.0
2012-06-24,201,10.0
2012-06-24,6,11.0
2012-06-24,3,12.0
2012-06-25,2009,1.0
2012-06-25,1012,2.0
2012-06-25,682,3.0
2012-06-25,500,4.0
2012-06-25,442,5.0
2012-06-25,308,6.0
2012-06-25,293,7.0
2012-06-25,241,8.0
2012-06-25,231,9.0
2012-06-25,202,10.0
2012-06-25,6,11.0
2012-06-25,3,12.0
2012-06-26,2008,1.0
2012-06-26,1013,2.0
2012-06-26,682,3.0
2012-06-26,501,4.0
2012-06-26,442,5.0
2012-06-26,308,6.0
2012-06-26,293,7.0
2012-06-26,241,8.0
2012-06-26,231,9.0
2012-06-26,202,10.0
2012-06-26,6,11.0
2012-06-26,3,12.0
2012-06-27,2011,1.0
2012-06-27,1013,2.0
2012-06-27,683,3.0
2012-06-27,503,4.0
2012-06-27,443,5.0
2012-06-27,308,6.0
2012-06-27,294,7.0
2012-06-27,241,8.0
2012-06-27,231,9.0
2012-06-27,202,10.0
2012-06-27,6,11.0
2012-06-27,3,12.0
2012-06-28,2011,1.0
2012-06-28,1013,2.0
2012-06-28,683,3.0
2012-06-28,503,4.0
2012-06-28,443,5.0
2012-06-28,308,6.0
2012-06-28,294,7.0
2012-06-28,241,8.0
2012-06-28,231,9.0
2012-06-28,202,10.0
2012-06-28,6,11.0
2012-06-28,3,12.0
2012-06-29,2010,1.0
2012-06-29,1012,2.0
2012-06-29,683,3.0
2012-06-29,503,4.0
2012-06-29,442,5.0
2012-06-29,308,6.0
2012-06-29,294,7.0
2012-06-29,241,8.0
2012-06-29,231,9.0
2012-06-29,202,10.0
2012-06-29,6,11.0
2012-06-29,3,12.0
2012-06-30,1996,1.0
2012-06-30,1006,2.0
2012-06-30,676,3.0
2012-06-30,497,4.0
2012-06-30,440,5.0
2012-06-30,308,6.0
2012-06-30,294,7.0
2012-06-30,240,8.0
2012-06-30,230,9.0
2012-06-30,201,10.0
2012-06-30,6,11.0
2012-06-30,3,12.0
2012-07-01,1996,1.0
2012-07-01,1006,2.0
2012-07-01,676,3.0
2012-07-01,497,4.0
2012-07-01,440,5.0
2012-07-01,308,6.0
2012-07-01,294,7.0
2012-07-01,240,8.0
2012-07-01,230,9.0
2012-07-01,201,10.0
2012-07-01,6,11.0
2012-07-01,3,12.0
2012-07-02,2029,1.0
2012-07-02,1016,2.0
2012-07-02,689,3.0
2012-07-02,507,4.0
2012-07-02,445,5.0
2012-07-02,312,6.0
2012-07-02,297,7.0
2012-07-02,240,8.0
2012-07-02,233,9.0
2012-07-02,203,10.0
2012-07-02,6,11.0
2012-07-02,4,12.0
2012-07-03,2029,1.0
2012-07-03,1017,2.0
2012-07-03,690,3.0
2012-07-03,507,4.0
2012-07-03,445,5.0
2012-07-03,313,6.0
2012-07-03,298,7.0
2012-07-03,241,8.0
2012-07-03,233,9.0
2012-07-03,204,10.0
2012-07-03,6,11.0
2012-07-03,4,12.0
2012-07-04,2029,1.0
2012-07-04,1016,2.0
2012-07-04,690,3.0
2012-07-04,507,4.0
2012-07-04,445,5.0
2012-07-04,313,6.0
2012-07-04,298,7.0
2012-07-04,241,8.0
2012-07-04,233,9.0
2012-07-04,204,10.0
2012-07-04,6,11.0
2012-07-04,4,12.0
2012-07-05,2033,1.0
2012-07-05,1018,2.0
2012-07-05,690,3.0
2012-07-05,507,4.0
2012-07-05,446,5.0
2012-07-05,313,6.0
2012-07-05,299,7.0
2012-07-05,241,8.0
2012-07-05,233,9.0
2012-07-05,205,10.0
2012-07-05,6,11.0
2012-07-05,4,12.0
2012-07-06,2033,1.0
2012-07-06,1018,2.0
2012-07-06,689,3.0
2012-07-06,507,4.0
2012-07-06,446,5.0
2012-07-06,313,6.0
2012-07-06,299,7.0
2012-07-06,241,8.0
2012-07-06,233,9.0
2012-07-06,205,10.0
2012-07-06,6,11.0
2012-07-06,4,12.0
2012-07-07,2026,1.0
2012-07-07,1014,2.0
2012-07-07,685,3.0
2012-07-07,503,4.0
2012-07-07,445,5.0
2012-07-07,312,6.0
2012-07-07,297,7.0
2012-07-07,240,8.0
2012-07-07,233,9.0
2012-07-07,205,10.0
2012-07-07,6,11.0
2012-07-07,4,12.0
2012-07-08,2026,1.0
2012-07-08,1014,2.0
2012-07-08,685,3.0
2012-07-08,503,4.0
2012-07-08,445,5.0
2012-07-08,312,6.0
2012-07-08,297,7.0
2012-07-08,240,8.0
2012-07-08,233,9.0
2012-07-08,205,10.0
2012-07-08,6,11.0
2012-07-08,4,12.0
2012-07-09,2050,1.0
2012-07-09,1024,2.0
2012-07-09,694,3.0
2012-07-09,507,4.0
2012-07-09,452,5.0
2012-07-09,313,6.0
2012-07-09,298,7.0
2012-07-09,242,8.0
2012-07-09,237,9.0
2012-07-09,208,10.0
2012-07-09,6,11.0
2012-07-09,4,12.0
2012-07-10,2052,1.0
2012-07-10,1025,2.0
2012-07-10,695,3.0
2012-07-10,507,4.0
2012-07-10,452,5.0
2012-07-10,314,6.0
2012-07-10,300,7.0
2012-07-10,242,8.0
2012-07-10,237,9.0
2012-07-10,209,10.0
2012-07-10,6,11.0
2012-07-10,4,12.0
2012-07-11,2052,1.0
2012-07-11,1025,2.0
2012-07-11,696,3.0
2012-07-11,507,4.0
2012-07-11,452,5.0
2012-07-11,314,6.0
2012-07-11,300,7.0
2012-07-11,242,8.0
2012-07-11,237,9.0
2012-07-11,209,10.0
2012-07-11,6,11.0
2012-07-11,4,12.0
2012-07-12,2051,1.0
2012-07-12,1025,2.0
2012-07-12,696,3.0
2012-07-12,507,4.0
2012-07-12,452,5.0
2012-07-12,314,6.0
2012-07-12,301,7.0
2012-07-12,243,8.0
2012-07-12,237,9.0
2012-07-12,209,10.0
2012-07-12,6,11.0
2012-07-12,4,12.0
2012-07-13,2051,1.0
2012-07-13,1025,2.0
2012-07-13,696,3.0
2012-07-13,507,4.0
2012-07-13,452,5.0
2012-07-13,314,6.0
2012-07-13,301,7.0
2012-07-13,243,8.0
2012-07-13,237,9.0
2012-07-13,209,10.0
2012-07-13,6,11.0
2012-07-13,4,12.0
2012-07-14,2037,1.0
2012-07-14,1019,2.0
2012-07-14,692,3.0
2012-07-14,499,4.0
2012-07-14,450,5.0
2012-07-14,313,6.0
2012-07-14,298,7.0
2012-07-14,242,8.0
2012-07-14,235,9.0
2012-07-14,206,10.0
2012-07-14,6,11.0
2012-07-14,4,12.0
2012-07-15,2037,1.0
2012-07-15,1019,2.0
2012-07-15,692,3.0
2012-07-15,499,4.0
2012-07-15,450,5.0
2012-07-15,313,6.0
2012-07-15,298,7.0
2012-07-15,242,8.0
2012-07-15,235,9.0
2012-07-15,206,10.0
2012-07-15,6,11.0
2012-07-15,4,12.0
2012-07-16,2056,1.0
2012-07-16,1030,2.0
2012-07-16,695,3.0
2012-07-16,503,4.0
2012-07-16,450,5.0
2012-07-16,317,6.0
2012-07-16,301,7.0
2012-07-16,245,8.0
2012-07-16,240,9.0
2012-07-16,210,10.0
2012-07-16,6,11.0
2012-07-16,4,12.0
2012-07-17,2057,1.0
2012-07-17,1031,2.0
2012-07-17,695,3.0
2012-07-17,503,4.0
2012-07-17,451,5.0
2012-07-17,317,6.0
2012-07-17,301,7.0
2012-07-17,245,8.0
2012-07-17,240,9.0
2012-07-17,210,10.0
2012-07-17,6,11.0
2012-07-17,4,12.0
2012-07-18,2057,1.0
2012-07-18,1031,2.0
2012-07-18,695,3.0
2012-07-18,504,4.0
2012-07-18,451,5.0
2012-07-18,317,6.0
2012-07-18,301,7.0
2012-07-18,245,8.0
2012-07-18,240,9.0
2012-07-18,210,10.0
2012-07-18,6,11.0
2012-07-18,4,12.0
2012-07-19,2058,1.0
2012-07-19,1031,2.0
2012-07-19,695,3.0
2012-07-19,505,4.0
2012-07-19,451,5.0
2012-07-19,317,6.0
2012-07-19,301,7.0
2012-07-19,245,8.0
2012-07-19,240,9.0
2012-07-19,210,10.0
2012-07-19,6,11.0
2012-07-19,4,12.0
2012-07-20,2057,1.0
2012-07-20,1031,2.0
2012-07-20,695,3.0
2012-07-20,505,4.0
2012-07-20,450,5.0
2012-07-20,317,6.0
2012-07-20,301,7.0
2012-07-20,245,8.0
2012-07-20,240,9.0
2012-07-20,210,10.0
2012-07-20,6,11.0
2012-07-20,4,12.0
2012-07-21,2044,1.0
2012-07-21,1021,2.0
2012-07-21,691,3.0
2012-07-21,503,4.0
2012-07-21,447,5.0
2012-07-21,317,6.0
2012-07-21,301,7.0
2012-07-21,244,8.0
2012-07-21,238,9.0
2012-07-21,209,10.0
2012-07-21,6,11.0
2012-07-21,4,12.0
2012-07-22,2044,1.0
2012-07-22,1021,2.0
2012-07-22,691,3.0
2012-07-22,503,4.0
2012-07-22,447,5.0
2012-07-22,317,6.0
2012-07-22,301,7.0
2012-07-22,244,8.0
2012-07-22,238,9.0
2012-07-22,209,10.0
2012-07-22,6,11.0
2012-07-22,4,12.0
2012-07-23,2068,1.0
2012-07-23,1038,2.0
2012-07-23,695,3.0
2012-07-23,507,4.0
2012-07-23,450,5.0
2012-07-23,319,6.0
2012-07-23,304,7.0
2012-07-23,246,8.0
2012-07-23,238,9.0
2012-07-23,212,10.0
2012-07-23,6,11.0
2012-07-23,4,12.0
2012-07-24,2070,1.0
2012-07-24,1040,2.0
2012-07-24,696,3.0
2012-07-24,507,4.0
2012-07-24,450,5.0
2012-07-24,320,6.0
2012-07-24,305,7.0
2012-07-24,246,8.0
2012-07-24,238,9.0
2012-07-24,212,10.0
2012-07-24,6,11.0
2012-07-24,4,12.0
2012-07-25,2070,1.0
2012-07-25,1041,2.0
2012-07-25,696,3.0
2012-07-25,507,4.0
2012-07-25,450,5.0
2012-07-25,320,6.0
2012-07-25,306,7.0
2012-07-25,247,8.0
2012-07-25,238,9.0
2012-07-25,212,10.0
2012-07-25,6,11.0
2012-07-25,4,12.0
2012-07-26,2071,1.0
2012-07-26,1041,2.0
2012-07-26,696,3.0
2012-07-26,507,4.0
2012-07-26,450,5.0
2012-07-26,319,6.0
2012-07-26,306,7.0
2012-07-26,247,8.0
2012-07-26,238,9.0
2012-07-26,212,10.0
2012-07-26,6,11.0
2012-07-26,4,12.0
2012-07-27,2071,1.0
2012-07-27,1041,2.0
2012-07-27,696,3.0
2012-07-27,507,4.0
2012-07-27,450,5.0
2012-07-27,319,6.0
2012-07-27,306,7.0
2012-07-27,247,8.0
2012-07-27,238,9.0
2012-07-27,212,10.0
2012-07-27,6,11.0
2012-07-27,4,12.0
2012-07-28,2057,1.0
2012-07-28,1037,2.0
2012-07-28,690,3.0
2012-07-28,506,4.0
2012-07-28,445,5.0
2012-07-28,316,6.0
2012-07-28,306,7.0
2012-07-28,246,8.0
2012-07-28,237,9.0
2012-07-28,211,10.0
2012-07-28,6,11.0
2012-07-28,4,12.0
2012-07-29,2057,1.0
2012-07-29,1037,2.0
2012-07-29,690,3.0
2012-07-29,506,4.0
2012-07-29,445,5.0
2012-07-29,316,6.0
2012-07-29,306,7.0
2012-07-29,246,8.0
2012-07-29,237,9.0
2012-07-29,211,10.0
2012-07-29,6,11.0
2012-07-29,4,12.0
2012-07-30,2081,1.0
2012-07-30,1050,2.0
2012-07-30,696,3.0
2012-07-30,514,4.0
2012-07-30,447,5.0
2012-07-30,319,6.0
2012-07-30,310,7.0
2012-07-30,249,8.0
2012-07-30,239,9.0
2012-07-30,213,10.0
2012-07-30,6,11.0
2012-07-30,4,12.0
2012-07-31,2082,1.0
2012-07-31,1052,2.0
2012-07-31,698,3.0
2012-07-31,514,4.0
2012-07-31,449,5.0
2012-07-31,319,6.0
2012-07-31,311,7.0
2012-07-31,248,8.0
2012-07-31,240,9.0
2012-07-31,214,10.0
2012-07-31,6,11.0
2012-07-31,4,12.0
2012-08-01,2083,1.0
2012-08-01,1052,2.0
2012-08-01,699,3.0
2012-08-01,515,4.0
2012-08-01,449,5.0
2012-08-01,318,6.0
2012-08-01,311,7.0
2012-08-01,248,8.0
2012-08-01,240,9.0
2012-08-01,214,10.0
2012-08-01,6,11.0
2012-08-01,4,12.0
2012-08-02,2084,1.0
2012-08-02,1053,2.0
2012-08-02,699,3.0
2012-08-02,515,4.0
2012-08-02,449,5.0
2012-08-02,318,6.0
2012-08-02,311,7.0
2012-08-02,248,8.0
2012-08-02,240,9.0
2012-08-02,214,10.0
2012-08-02,6,11.0
2012-08-02,4,12.0
2012-08-03,2084,1.0
2012-08-03,1053,2.0
2012-08-03,699,3.0
2012-08-03,515,4.0
2012-08-03,449,5.0
2012-08-03,318,6.0
2012-08-03,311,7.0
2012-08-03,248,8.0
2012-08-03,240,9.0
2012-08-03,214,10.0
2012-08-03,6,11.0
2012-08-03,4,12.0
2012-08-04,2070,1.0
2012-08-04,1048,2.0
2012-08-04,695,3.0
2012-08-04,513,4.0
2012-08-04,447,5.0
2012-08-04,315,6.0
2012-08-04,308,7.0
2012-08-04,247,8.0
2012-08-04,239,9.0
2012-08-04,214,10.0
2012-08-04,6,11.0
2012-08-04,4,12.0
2012-08-05,2070,1.0
2012-08-05,1048,2.0
2012-08-05,695,3.0
2012-08-05,513,4.0
2012-08-05,447,5.0
2012-08-05,315,6.0
2012-08-05,308,7.0
2012-08-05,247,8.0
2012-08-05,239,9.0
2012-08-05,214,10.0
2012-08-05,6,11.0
2012-08-05,4,12.0
2012-08-06,2093,1.0
2012-08-06,1058,2.0
2012-08-06,705,3.0
2012-08-06,518,4.0
2012-08-06,451,5.0
2012-08-06,316,6.0
2012-08-06,311,7.0
2012-08-06,249,8.0
2012-08-06,242,9.0
2012-08-06,218,10.0
2012-08-06,6,11.0
2012-08-06,4,12.0
2012-08-07,2095,1.0
2012-08-07,1059,2.0
2012-08-07,705,3.0
2012-08-07,519,4.0
2012-08-07,452,5.0
2012-08-07,318,6.0
2012-08-07,312,7.0
2012-08-07,249,8.0
2012-08-07,242,9.0
2012-08-07,219,10.0
2012-08-07,6,11.0
2012-08-07,4,12.0
2012-08-08,2095,1.0
2012-08-08,1059,2.0
2012-08-08,705,3.0
2012-08-08,520,4.0
2012-08-08,451,5.0
2012-08-08,318,6.0
2012-08-08,312,7.0
2012-08-08,250,8.0
2012-08-08,242,9.0
2012-08-08,219,10.0
2012-08-08,6,11.0
2012-08-08,4,12.0
2012-08-09,2099,1.0
2012-08-09,1060,2.0
2012-08-09,705,3.0
2012-08-09,520,4.0
2012-08-09,451,5.0
2012-08-09,318,6.0
2012-08-09,312,7.0
2012-08-09,250,8.0
2012-08-09,242,9.0
2012-08-09,219,10.0
2012-08-09,6,11.0
2012-08-09,4,12.0
2012-08-10,2099,1.0
2012-08-10,1059,2.0
2012-08-10,705,3.0
2012-08-10,520,4.0
2012-08-10,450,5.0
2012-08-10,318,6.0
2012-08-10,312,7.0
2012-08-10,250,8.0
2012-08-10,242,9.0
2012-08-10,219,10.0
2012-08-10,6,11.0
2012-08-10,4,12.0
2012-08-11,2092,1.0
2012-08-11,1053,2.0
2012-08-11,696,3.0
2012-08-11,513,4.0
2012-08-11,446,5.0
2012-08-11,317,6.0
2012-08-11,312,7.0
2012-08-11,250,8.0
2012-08-11,242,9.0
2012-08-11,216,10.0
2012-08-11,6,11.0
2012-08-11,4,12.0
2012-08-12,2092,1.0
2012-08-12,1053,2.0
2012-08-12,696,3.0
2012-08-12,513,4.0
2012-08-12,446,5.0
2012-08-12,317,6.0
2012-08-12,312,7.0
2012-08-12,250,8.0
2012-08-12,242,9.0
2012-08-12,216,10.0
2012-08-12,6,11.0
2012-08-12,4,12.0
2012-08-13,2118,1.0
2012-08-13,1065,2.0
2012-08-13,699,3.0
2012-08-13,519,4.0
2012-08-13,449,5.0
2012-08-13,320,6.0
2012-08-13,315,7.0
2012-08-13,250,8.0
2012-08-13,245,9.0
2012-08-13,217,10.0
2012-08-13,6,11.0
2012-08-13,4,12.0
2012-08-14,2125,1.0
2012-08-14,1065,2.0
2012-08-14,700,3.0
2012-08-14,519,4.0
2012-08-14,450,5.0
2012-08-14,320,6.0
2012-08-14,316,7.0
2012-08-14,250,8.0
2012-08-14,245,9.0
2012-08-14,217,10.0
2012-08-14,6,11.0
2012-08-14,4,12.0
2012-08-15,2125,1.0
2012-08-15,1065,2.0
2012-08-15,700,3.0
2012-08-15,519,4.0
2012-08-15,450,5.0
2012-08-15,321,6.0
2012-08-15,316,7.0
2012-08-15,250,8.0
2012-08-15,245,9.0
2012-08-15,217,10.0
2012-08-15,6,11.0
2012-08-15,4,12.0
2012-08-16,2125,1.0
2012-08-16,1065,2.0
2012-08-16,700,3.0
2012-08-16,520,4.0
2012-08-16,450,5.0
2012-08-16,321,6.0
2012-08-16,316,7.0
2012-08-16,250,8.0
2012-08-16,245,9.0
2012-08-16,217,10.0
2012-08-16,6,11.0
2012-08-16,4,12.0
2012-08-17,2125,1.0
2012-08-17,1065,2.0
2012-08-17,699,3.0
2012-08-17,519,4.0
2012-08-17,450,5.0
2012-08-17,321,6.0
2012-08-17,316,7.0
2012-08-17,250,8.0
2012-08-17,245,9.0
2012-08-17,217,10.0
2012-08-17,6,11.0
2012-08-17,4,12.0
2012-08-18,2111,1.0
2012-08-18,1058,2.0
2012-08-18,694,3.0
2012-08-18,516,4.0
2012-08-18,448,5.0
2012-08-18,321,6.0
2012-08-18,316,7.0
2012-08-18,250,8.0
2012-08-18,245,9.0
2012-08-18,214,10.0
2012-08-18,6,11.0
2012-08-18,4,12.0
2012-08-19,2111,1.0
2012-08-19,1058,2.0
2012-08-19,694,3.0
2012-08-19,516,4.0
2012-08-19,448,5.0
2012-08-19,321,6.0
2012-08-19,316,7.0
2012-08-19,250,8.0
2012-08-19,245,9.0
2012-08-19,214,10.0
2012-08-19,6,11.0
2012-08-19,4,12.0
2012-08-20,2128,1.0
2012-08-20,1072,2.0
2012-08-20,701,3.0
2012-08-20,522,4.0
2012-08-20,450,5.0
2012-08-20,321,6.0
2012-08-20,317,7.0
2012-08-20,254,8.0
2012-08-20,247,9.0
2012-08-20,217,10.0
2012-08-20,6,11.0
2012-08-20,4,12.0
2012-08-21,2130,1.0
2012-08-21,1072,2.0
2012-08-21,703,3.0
2012-08-21,522,4.0
2012-08-21,450,5.0
2012-08-21,323,6.0
2012-08-21,317,7.0
2012-08-21,254,8.0
2012-08-21,247,9.0
2012-08-21,217,10.0
2012-08-21,6,11.0
2012-08-21,4,12.0
2012-08-22,2131,1.0
2012-08-22,1073,2.0
2012-08-22,704,3.0
2012-08-22,523,4.0
2012-08-22,451,5.0
2012-08-22,323,6.0
2012-08-22,318,7.0
2012-08-22,254,8.0
2012-08-22,248,9.0
2012-08-22,217,10.0
2012-08-22,6,11.0
2012-08-22,4,12.0
2012-08-23,2132,1.0
2012-08-23,1074,2.0
2012-08-23,704,3.0
2012-08-23,523,4.0
2012-08-23,451,5.0
2012-08-23,323,6.0
2012-08-23,318,7.0
2012-08-23,254,8.0
2012-08-23,248,9.0
2012-08-23,217,10.0
2012-08-23,6,11.0
2012-08-23,4,12.0
2012-08-24,2132,1.0
2012-08-24,1074,2.0
2012-08-24,704,3.0
2012-08-24,523,4.0
2012-08-24,451,5.0
2012-08-24,323,6.0
2012-08-24,318,7.0
2012-08-24,254,8.0
2012-08-24,247,9.0
2012-08-24,217,10.0
2012-08-24,6,11.0
2012-08-24,4,12.0
2012-08-25,2128,1.0
2012-08-25,1062,2.0
2012-08-25,702,3.0
2012-08-25,520,4.0
2012-08-25,450,5.0
2012-08-25,321,6.0
2012-08-25,317,7.0
2012-08-25,253,8.0
2012-08-25,247,9.0
2012-08-25,214,10.0
2012-08-25,6,11.0
2012-08-25,4,12.0
2012-08-26,2128,1.0
2012-08-26,1062,2.0
2012-08-26,702,3.0
2012-08-26,520,4.0
2012-08-26,450,5.0
2012-08-26,321,6.0
2012-08-26,317,7.0
2012-08-26,253,8.0
2012-08-26,247,9.0
2012-08-26,214,10.0
2012-08-26,6,11.0
2012-08-26,4,12.0
2012-08-27,2146,1.0
2012-08-27,1074,2.0
2012-08-27,709,3.0
2012-08-27,526,4.0
2012-08-27,455,5.0
2012-08-27,324,6.0
2012-08-27,321,7.0
2012-08-27,255,8.0
2012-08-27,248,9.0
2012-08-27,217,10.0
2012-08-27,6,11.0
2012-08-27,4,12.0
2012-08-28,2149,1.0
2012-08-28,1074,2.0
2012-08-28,710,3.0
2012-08-28,526,4.0
2012-08-28,455,5.0
2012-08-28,324,6.0
2012-08-28,321,7.0
2012-08-28,256,8.0
2012-08-28,249,9.0
2012-08-28,217,10.0
2012-08-28,6,11.0
2012-08-28,4,12.0
2012-08-29,2150,1.0
2012-08-29,1076,2.0
2012-08-29,709,3.0
2012-08-29,526,4.0
2012-08-29,455,5.0
2012-08-29,325,6.0
2012-08-29,322,7.0
2012-08-29,256,8.0
2012-08-29,249,9.0
2012-08-29,217,10.0
2012-08-29,6,11.0
2012-08-29,4,12.0
2012-08-30,2150,1.0
2012-08-30,1078,2.0
2012-08-30,708,3.0
2012-08-30,526,4.0
2012-08-30,455,5.0
2012-08-30,325,6.0
2012-08-30,322,7.0
2012-08-30,256,8.0
2012-08-30,249,9.0
2012-08-30,217,10.0
2012-08-30,6,11.0
2012-08-30,4,12.0
2012-08-31,2149,1.0
2012-08-31,1078,2.0
2012-08-31,708,3.0
2012-08-31,526,4.0
2012-08-31,455,5.0
2012-08-31,325,6.0
2012-08-31,322,7.0
2012-08-31,256,8.0
2012-08-31,249,9.0
2012-08-31,217,10.0
2012-08-31,6,11.0
2012-08-31,4,12.0
2012-09-01,2133,1.0
2012-09-01,1075,2.0
2012-09-01,706,3.0
2012-09-01,524,4.0
2012-09-01,450,5.0
2012-09-01,325,6.0
2012-09-01,322,7.0
2012-09-01,253,8.0
2012-09-01,245,9.0
2012-09-01,216,10.0
2012-09-01,6,11.0
2012-09-01,4,12.0
2012-09-02,2133,1.0
2012-09-02,1075,2.0
2012-09-02,706,3.0
2012-09-02,524,4.0
2012-09-02,450,5.0
2012-09-02,325,6.0
2012-09-02,322,7.0
2012-09-02,253,8.0
2012-09-02,245,9.0
2012-09-02,216,10.0
2012-09-02,6,11.0
2012-09-02,4,12.0
2012-09-03,2133,1.0
2012-09-03,1075,2.0
2012-09-03,706,3.0
2012-09-03,524,4.0
2012-09-03,450,5.0
2012-09-03,325,6.0
2012-09-03,322,7.0
2012-09-03,253,8.0
2012-09-03,245,9.0
2012-09-03,216,10.0
2012-09-03,6,11.0
2012-09-03,4,12.0
2012-09-04,2150,1.0
2012-09-04,1085,2.0
2012-09-04,712,3.0
2012-09-04,529,4.0
2012-09-04,456,5.0
2012-09-04,328,6.0
2012-09-04,328,7.0
2012-09-04,260,8.0
2012-09-04,246,9.0
2012-09-04,217,10.0
2012-09-04,6,11.0
2012-09-04,4,12.0
2012-09-05,2151,1.0
2012-09-05,1085,2.0
2012-09-05,712,3.0
2012-09-05,528,4.0
2012-09-05,456,5.0
2012-09-05,329,6.0
2012-09-05,328,7.0
2012-09-05,260,8.0
2012-09-05,246,9.0
2012-09-05,217,10.0
2012-09-05,6,11.0
2012-09-05,4,12.0
2012-09-06,2151,1.0
2012-09-06,1085,2.0
2012-09-06,712,3.0
2012-09-06,528,4.0
2012-09-06,456,5.0
2012-09-06,329,6.0
2012-09-06,328,7.0
2012-09-06,260,8.0
2012-09-06,246,9.0
2012-09-06,217,10.0
2012-09-06,6,11.0
2012-09-06,4,12.0
2012-09-07,2150,1.0
2012-09-07,1085,2.0
2012-09-07,712,3.0
2012-09-07,528,4.0
2012-09-07,456,5.0
2012-09-07,329,6.0
2012-09-07,328,7.0
2012-09-07,260,8.0
2012-09-07,246,9.0
2012-09-07,217,10.0
2012-09-07,6,11.0
2012-09-07,4,12.0
2012-09-08,2138,1.0
2012-09-08,1076,2.0
2012-09-08,708,3.0
2012-09-08,524,4.0
2012-09-08,453,5.0
2012-09-08,328,6.0
2012-09-08,327,7.0
2012-09-08,258,8.0
2012-09-08,246,9.0
2012-09-08,216,10.0
2012-09-08,6,11.0
2012-09-08,4,12.0
2012-09-09,2138,1.0
2012-09-09,1076,2.0
2012-09-09,708,3.0
2012-09-09,524,4.0
2012-09-09,453,5.0
2012-09-09,328,6.0
2012-09-09,327,7.0
2012-09-09,258,8.0
2012-09-09,246,9.0
2012-09-09,216,10.0
2012-09-09,6,11.0
2012-09-09,4,12.0
2012-09-10,2163,1.0
2012-09-10,1082,2.0
2012-09-10,711,3.0
2012-09-10,527,4.0
2012-09-10,457,5.0
2012-09-10,332,6.0
2012-09-10,331,7.0
2012-09-10,262,8.0
2012-09-10,249,9.0
2012-09-10,217,10.0
2012-09-10,6,11.0
2012-09-10,4,12.0
2012-09-11,2167,1.0
2012-09-11,1084,2.0
2012-09-11,711,3.0
2012-09-11,527,4.0
2012-09-11,457,5.0
2012-09-11,332,6.0
2012-09-11,331,7.0
2012-09-11,261,8.0
2012-09-11,249,9.0
2012-09-11,217,10.0
2012-09-11,6,11.0
2012-09-11,4,12.0
